tax_period_end_date,tax_period_start_date,ein,return_type_code,year,investment_income,gross_rent_income,royalties_income,sale_of_assets_income,investment_management_fees,royalties_expenses,revenue_government_grants,cy_endowment_beginning_balance,cy_endowment_contributions,cy_endowment_net_investment_earnings,cy_endowment_grants_scholarships,cy_endowment_other_expenditures,cy_endowment_admin_expenses,cy_endowment_end_balance,reference_link
2019-06-30,2018-07-01,53-0196577,990,2018,4388059,560814,,16485500,1557834,,697698,476093348,6715783,7360966,,17596458,1530751,471042888,https://projects.propublica.org/nonprofits/download-xml?object_id=202043149349300639
2018-06-30,2017-07-01,53-0196577,990,2017,3744717,358333,,23113560,1727144,,822547,468522658,62516766,35621240,,89209102,1358214,476093348,https://projects.propublica.org/nonprofits/download-xml?object_id=202033149349301313
2017-06-30,2016-07-01,53-0196577,990,2016,3726411,215449,,8300569,2360454,,839245,417895359,18324115,48993345,,15341592,1348569,468522658,https://projects.propublica.org/nonprofits/download-xml?object_id=201800449349300410
2016-06-30,2015-07-01,53-0196577,990,2015,3037932,217245,,11803204,2299892,,1558794,425725267,7474568,961390,,15098080,1167786,417895359,https://projects.propublica.org/nonprofits/download-xml?object_id=201720429349300822
2015-06-30,2014-07-01,53-0196577,990,2014,13894953,180501,,11847045,3720869,,2474897,441281539,66444006,11159614,,92011199,1148693,425725267,https://projects.propublica.org/nonprofits/download-xml?object_id=201630459349300803
2014-06-30,2013-07-01,53-0196577,990,2013,2624735,286926,,10489472,735392,,2110063,404469002,6136117,45195854,,13463737,1055697,441281539,https://projects.propublica.org/nonprofits/download-xml?object_id=201530359349301413
,,53-0196577,,,,,,,,,,,,,,,,,https://projects.propublica.org/nonprofits/download-xml?object_id=201430839349300658
2023-06-30,2022-07-01,23-1352635,990,2022,5503781,418757,31418,5855512,2279289,,2755594,375555835,5001028,20709775,7376914,12151199,1480189,380258336,https://projects.propublica.org/nonprofits/download-xml?object_id=202431369349307288
2022-06-30,2021-07-01,23-1352635,990,2021,871939,409324,19392,10106786,1991812,,5964305,441320443,6910075,-52442327,6756279,11561635,1914442,375555835,https://projects.propublica.org/nonprofits/download-xml?object_id=202301359349307140
2021-06-30,2020-07-01,23-1352635,990,2020,5740408,361857,23498,25801724,2922908,,4858277,326941394,6268612,129279816,6558470,11765973,2844936,441320443,https://projects.propublica.org/nonprofits/download-xml?object_id=202241339349304104
2020-06-30,2019-07-01,23-1352635,990,2019,17534288,236889,22060,-26524452,1110785,,3603767,330289650,4908823,10239483,5917345,11517703,1061514,326941394,https://projects.propublica.org/nonprofits/download-xml?object_id=202131349349306003
2019-06-30,2018-07-01,23-1352635,990,2018,11330756,386477,31831,12111246,1169921,,4265737,326728378,5522438,16275849,5778255,11389973,1068787,330289650,https://projects.propublica.org/nonprofits/download-xml?object_id=202041349349302854
2018-06-30,2017-07-01,23-1352635,990,2017,10479339,507130,31158,10548256,1313244,,3856666,310402781,8663670,26081178,5632864,11670601,1115786,326728378,https://projects.propublica.org/nonprofits/download-xml?object_id=201931309349304673
2017-06-30,2016-07-01,23-1352635,990,2016,7615026,283423,33772,27523509,963772,,3309759,275806471,12711922,39405607,-5777809,-10908647,-834763,310402781,https://projects.propublica.org/nonprofits/download-xml?object_id=201831359349302378
2016-06-30,2015-07-01,23-1352635,990,2015,8277152,52678,29582,14004571,3536766,,1720747,301988159,4884323,-15891595,5010261,9199681,964475,275806471,https://projects.propublica.org/nonprofits/download-xml?object_id=201701359349305540
2015-06-30,2014-07-01,23-1352635,990,2014,17810284,332459,23783,29230703,1946101,,1933652,300656053,4540306,2108191,4802404,9734186,890342,291877618,https://projects.propublica.org/nonprofits/download-xml?object_id=201621379349306817
2014-06-30,2013-07-01,23-1352635,990,2013,12606300,74937,4281,14011590,365707,0,1609016,270558942,5259230,39241872,4508807,9228944,666240,300656053,https://projects.propublica.org/nonprofits/download-xml?object_id=201541319349301189
,,23-1352635,,,,,,,,,,,,,,,,,https://projects.propublica.org/nonprofits/download-xml?object_id=201401259349301835
2023-06-30,2022-07-01,34-0714654,990,2022,2878863,-37637,51183,6705286,2508041,54464,2107016,374948188,2569747,39957133,,22004259,,395470809,https://projects.propublica.org/nonprofits/download-xml?object_id=202441349349306604
2022-06-30,2021-07-01,34-0714654,990,2021,1820039,-3063,44502,29480895,3516245,20712,5409084,431210227,3927424,-43888320,,16301143,,374948188,https://projects.propublica.org/nonprofits/download-xml?object_id=202331359349317123
2021-06-30,2020-07-01,34-0714654,990,2020,6594476,56670,20855,28501290,2942377,3378,5552112,332606033,5193779,109461622,,16051207,,431210227,https://projects.propublica.org/nonprofits/download-xml?object_id=202231369349312673
2020-06-30,2019-07-01,34-0714654,990,2019,5995144,53010,29634,8332406,1878429,11670,2536681,328921123,6600392,12459898,,15375380,,332606033,https://projects.propublica.org/nonprofits/download-xml?object_id=202141349349303034
2019-06-30,2018-07-01,34-0714654,990,2018,4507992,31049,66279,9066504,1616107,84167,992586,320178080,8605123,15389256,,15251336,,328921123,https://projects.propublica.org/nonprofits/download-xml?object_id=202041339349301139
2018-06-30,2017-07-01,34-0714654,990,2017,3925572,37310,78836,23053233,1788404,70109,1276533,294316001,11074081,33423545,,15314144,,323499483,https://projects.propublica.org/nonprofits/download-xml?object_id=201921359349304987
2017-06-30,2016-07-01,34-0714654,990,2016,3561875,44701,20479,23373465,1507856,23489,1188924,260414225,11555698,37095754,,14749676,,294316001,https://projects.propublica.org/nonprofits/download-xml?object_id=201801359349301405
2016-06-30,2015-07-01,34-0714654,990,2015,2591443,70269,630,9606089,854542,55668,1146006,280453482,2102397,-9532427,,12609227,,260414225,https://projects.propublica.org/nonprofits/download-xml?object_id=201711329349301041
2015-06-30,2014-07-01,34-0714654,990,2014,2217720,53005,590,14257451,891470,58466,955162,278112603,8780985,6696248,,13136354,,280453482,https://projects.propublica.org/nonprofits/download-xml?object_id=201601349349306290
2014-06-30,2013-07-01,34-0714654,990,2013,1864072,41838,957,10080684,1071410,64369,906480,247092897,3445945,38672899,,11099138,,278112603,https://projects.propublica.org/nonprofits/download-xml?object_id=201501349349307970
,,34-0714654,,,,,,,,,,,,,,,,,https://projects.propublica.org/nonprofits/download-xml?object_id=201410499349301601
2024-06-30,2023-07-01,62-0476301,990,2023,3560785,,,,376850,0,1002723,405760962,1435607,45896245,19658486,1850876,,431583452,https://projects.propublica.org/nonprofits/download-xml?object_id=202511139349301751
2023-06-30,2022-07-01,62-0476301,990,2022,5139813,,,,337807,0,2589112,394337368,2353297,28635599,17666590,1898712,,405760962,https://projects.propublica.org/nonprofits/download-xml?object_id=202411099349301231
2022-06-30,2021-07-01,62-0476301,990,2021,3860318,,,,194600,0,2959107,431792843,3196249,-21284314,17280823,2086587,,394337368,https://projects.propublica.org/nonprofits/download-xml?object_id=202301119349300430
2021-06-30,2020-07-01,62-0476301,990,2020,3149742,,,,90363,0,2951092,341178021,2394622,107497570,18188179,1089191,,431792843,https://projects.propublica.org/nonprofits/download-xml?object_id=202231269349300248
2020-06-30,2019-07-01,62-0476301,990,2019,2014394,,,,81469,0,1715795,352206266,1213346,4320558,17203801,-641652,,341178021,https://projects.propublica.org/nonprofits/download-xml?object_id=202121179349301522
2019-06-30,2018-07-01,62-0476301,990,2018,3693225,,,,57802,0,568331,359278852,912528,10042619,16863592,1164141,,352206266,https://projects.propublica.org/nonprofits/download-xml?object_id=202021359349302342
2018-06-30,2017-07-01,62-0476301,990,2017,3665232,,,,65847,0,666991,342349912,6455007,28780289,16265992,2040364,,359278852,https://projects.propublica.org/nonprofits/download-xml?object_id=201931239349301853
2017-06-30,2016-07-01,62-0476301,990,2016,4295984,,,,63769,0,634204,318053382,3602122,37915695,15666452,1554835,,342349912,https://projects.propublica.org/nonprofits/download-xml?object_id=201841229349301289
2016-06-30,2015-07-01,62-0476301,990,2015,4011777,,,,78768,0,309259,340088169,6026860,-11393953,15016224,1651470,,318053382,https://projects.propublica.org/nonprofits/download-xml?object_id=201741099349300624
2015-06-30,2014-07-01,62-0476301,990,2014,3647466,,,,64125,0,363760,335078527,1520636,17808254,13174935,1144313,,340088169,https://projects.propublica.org/nonprofits/download-xml?object_id=201641169349300814
2014-06-30,2013-07-01,62-0476301,990,2013,3033494,,,,74757,0,459087,294366992,5366783,49204561,12668207,1191602,,335078527,https://projects.propublica.org/nonprofits/download-xml?object_id=201541179349300639
,,62-0476301,,,,,,,,,,,,,,,,,https://projects.propublica.org/nonprofits/download-xml?object_id=201411229349300906
2023-06-30,2022-07-01,35-0868202,990,2022,7779875,0,0,961966,1152111,0,1107435,376541330,7533656,17813607,4603843,14559266,1223428,381502056,https://projects.propublica.org/nonprofits/download-xml?object_id=202441369349306109
2022-06-30,2021-07-01,35-0868202,990,2021,15177429,0,0,-6457598,1286250,0,2498521,409721338,5190657,-19065560,4287976,13692403,1324726,376541330,https://projects.propublica.org/nonprofits/download-xml?object_id=202341319349307064
2021-06-30,2020-07-01,35-0868202,990,2020,15489833,0,0,3836789,1187234,0,2127914,327543389,4769753,96621526,4183395,13802744,1227191,409721338,https://projects.propublica.org/nonprofits/download-xml?object_id=202241339349302369
2020-06-30,2019-07-01,35-0868202,990,2019,7921546,0,0,1637533,917915,0,,335639720,8249288,2343994,3993039,13752548,944026,327543389,https://projects.propublica.org/nonprofits/download-xml?object_id=202131379349301558
2019-06-30,2018-07-01,35-0868202,990,2018,7626674,0,0,4784064,1308788,0,,341122051,8788144,5740391,4258561,14664834,1087471,335639720,https://projects.propublica.org/nonprofits/download-xml?object_id=202011539349300701
2018-06-30,2017-07-01,35-0868202,990,2017,7563467,0,0,-153144,1158410,0,,331748928,3718112,26771741,4700054,15281747,1134929,341122051,https://projects.propublica.org/nonprofits/download-xml?object_id=201921359349302372
2017-06-30,2016-07-01,35-0868202,990,2016,6383452,0,0,1074365,1136945,0,,319964719,3529351,30124157,3969192,16786017,1114090,331748928,https://projects.propublica.org/nonprofits/download-xml?object_id=201821249349301107
2016-06-30,2015-07-01,35-0868202,990,2015,9816916,0,0,-13298580,1120760,0,,346844625,5611669,-10230045,3974476,17159522,1127532,319964719,https://projects.propublica.org/nonprofits/download-xml?object_id=201741229349301759
2015-06-30,2014-07-01,35-0868202,990,2014,8297492,0,0,4133486,840298,0,,362448629,1439500,4823807,3598815,17428197,840299,346844625,https://projects.propublica.org/nonprofits/download-xml?object_id=201621309349302012
2014-06-30,2013-07-01,35-0868202,990,2013,10919045,0,0,12673551,888593,0,,339789723,3038561,40816593,3328416,16979239,888593,362448629,https://projects.propublica.org/nonprofits/download-xml?object_id=201521329349300507
,,35-0868202,,,,,,,,,,,,,,,,,https://projects.propublica.org/nonprofits/download-xml?object_id=201430659349300423
2024-05-31,2023-06-01,04-2300472,990,2023,1394078,2841159,,64794,23484,2398164,5078996,390021654,3870493,47449951,3352226,11605408,,426384464,https://projects.propublica.org/nonprofits/download-xml?object_id=202521049349301642
2023-05-31,2022-06-01,04-2300472,990,2022,1025748,2288930,,10156446,763753,2517674,5434543,406592352,3942546,14828565,6422421,28919388,,390021654,https://projects.propublica.org/nonprofits/download-xml?object_id=202411039349300416
2022-05-31,2021-06-01,04-2300472,990,2021,329237,2505443,,2894424,236870,2743577,5343193,446633116,4366019,-41093737,2825961,487085,,406592352,https://projects.propublica.org/nonprofits/download-xml?object_id=202321039349301437
2021-05-31,2020-06-01,04-2300472,990,2020,469741,188849,,1201163,193258,2937858,12709152,327571106,20631458,114628362,2460186,13737627,,446633113,https://projects.propublica.org/nonprofits/download-xml?object_id=202211039349301221
2020-05-31,2019-06-01,04-2300472,990,2019,2015925,-742383,0,16108862,197369,1933452,6213383,356061885,5124631,-17363212,2534515,13717683,,327571106,https://projects.propublica.org/nonprofits/download-xml?object_id=202111059349301621
2019-05-31,2018-06-01,04-2300472,990,2018,1632074,-373855,0,11579732,194551,1823478,3296952,365075720,4802197,1008984,1899726,12925290,,356061885,https://projects.propublica.org/nonprofits/download-xml?object_id=202041349349302444
2018-05-31,2017-06-01,04-2300472,990,2017,452140,-456956,0,6712219,0,1703526,1476136,358716518,4786360,17585791,3165149,12847800,,365075720,https://projects.propublica.org/nonprofits/download-xml?object_id=201941029349301169
2017-05-31,2016-06-01,04-2300472,990,2016,227941,-615469,0,17015345,0,1590562,1003746,316410569,21034097,37221874,2078168,13871854,,358716518,https://projects.propublica.org/nonprofits/download-xml?object_id=201841039349301029
2016-05-31,2015-06-01,04-2300472,990,2015,109525,-191369,0,23001256,0,1405344,926399,327745268,6167204,-3245483,6015674,8240746,,316410569,https://projects.propublica.org/nonprofits/download-xml?object_id=201711029349300116
2015-05-31,2014-06-01,04-2300472,990,2014,68,-321599,0,7549579,0,1247768,926939,321453450,5167442,14102364,3655853,9322135,,327745268,https://projects.propublica.org/nonprofits/download-xml?object_id=201601049349300320
2014-05-31,2013-06-01,04-2300472,990,2013,179027,241771,0,19768617,0,1166081,844206,290634435,2936790,39425073,632810,10910038,,321453450,https://projects.propublica.org/nonprofits/download-xml?object_id=201511049349300521
,,04-2300472,,,,,,,,,,,,,,,,,https://projects.propublica.org/nonprofits/download-xml?object_id=201421049349300032
2023-06-30,2022-07-01,05-0258956,990,2022,3290558,,,21253755,2057972,,546370,381228134,7964492,30315008,5694881,13117553,2057972,398637228,https://projects.propublica.org/nonprofits/download-xml?object_id=202401369349315055
2022-06-30,2021-07-01,05-0258956,990,2021,2655238,,,23867429,2373399,,5895140,442909393,8079900,54765470,4969136,12372841,2346288,486066498,https://projects.propublica.org/nonprofits/download-xml?object_id=202321359349309487
2021-06-30,2020-07-01,05-0258956,990,2020,2413234,,,26441902,2023816,,3847933,349011543,10335746,102576352,4649564,12360583,2004101,442909393,https://projects.propublica.org/nonprofits/download-xml?object_id=202231329349305138
2020-06-30,2019-07-01,05-0258956,990,2019,5489495,,,34118338,1708630,,2478568,351131815,6991521,8914697,4252195,12087266,1687029,349011543,https://projects.propublica.org/nonprofits/download-xml?object_id=202101309349302520
2019-06-30,2018-07-01,05-0258956,990,2018,5679741,,,43111987,1415498,,434175,349751090,2204660,17054669,4177848,12302815,1397941,351131815,https://projects.propublica.org/nonprofits/download-xml?object_id=202031479349300958
2018-06-30,2017-07-01,05-0258956,990,2017,5062224,0,0,38702957,868271,0,3265780,329617433,7862794,27613364,3349337,11124893,868271,349751090,https://projects.propublica.org/nonprofits/download-xml?object_id=201901359349307530
2017-06-30,2016-07-01,05-0258956,990,2016,7455905,0,0,-1855858,536385,0,2135392,303435588,4885757,36450289,3654454,10963362,536385,329617433,https://projects.propublica.org/nonprofits/download-xml?object_id=201801359349306045
2016-06-30,2015-07-01,05-0258956,990,2015,7134008,0,0,-6709219,1009018,0,2188318,324954472,2184349,-8145763,3346144,11202308,1009018,303435588,https://projects.propublica.org/nonprofits/download-xml?object_id=201731359349301698
2015-06-30,2014-07-01,05-0258956,990,2014,6907668,0,0,-1848491,1108750,0,2328441,321597157,6119731,12626450,3141377,11138739,1108750,324954472,https://projects.propublica.org/nonprofits/download-xml?object_id=201631379349303513
2014-06-30,2013-07-01,05-0258956,990,2013,6722679,0,0,-6548382,969363,0,1503535,298532484,3344013,38668235,3620096,14358116,969363,321597157,https://projects.propublica.org/nonprofits/download-xml?object_id=201541319349301944
,,05-0258956,,,,,,,,,,,,,,,,,https://projects.propublica.org/nonprofits/download-xml?object_id=201421339349304177
2024-05-31,2023-06-01,23-1352641,990,2023,10022324,145295,,6837948,491858,,1839281,385312179,9096641,54431907,5141625,16947332,1366300,425385470,https://projects.propublica.org/nonprofits/download-xml?object_id=202541049349300509
2023-05-31,2022-06-01,23-1352641,990,2022,15935281,118995,,3877127,597593,,3531683,389675309,7340294,2588567,4877693,9414298,,385312179,https://projects.propublica.org/nonprofits/download-xml?object_id=202440829349300164
2022-05-31,2021-06-01,23-1352641,990,2021,4948908,118454,0,9463535,664738,0,9974748,401598853,7485282,-2718324,7646243,9044259,,389675309,https://projects.propublica.org/nonprofits/download-xml?object_id=202301039349300610
2021-05-31,2020-06-01,23-1352641,990,2020,3665689,62757,0,15252849,566145,0,5896265,322736790,7485065,96749227,7129772,11342457,,408498853,https://projects.propublica.org/nonprofits/download-xml?object_id=202241039349300939
2020-05-31,2019-06-01,23-1352641,990,2019,6758205,97877,0,3888810,513125,0,1694863,324181464,3333368,6215586,3759031,7234597,,322736790,https://projects.propublica.org/nonprofits/download-xml?object_id=202100819349300410
2019-05-31,2018-06-01,23-1352641,990,2018,6455981,88653,0,1013820,496967,0,2328897,331220428,5723015,-1338043,3519307,7904629,,324181464,https://projects.propublica.org/nonprofits/download-xml?object_id=202020919349300502
2018-05-31,2017-06-01,23-1352641,990,2017,5808996,75265,0,15046295,493274,0,2035001,313816062,5508588,20948978,3223251,5829949,,331220428,https://projects.propublica.org/nonprofits/download-xml?object_id=201910889349300401
2017-05-31,2016-06-01,23-1352641,990,2016,4690719,47791,0,5808766,444051,0,1752089,282922994,9614508,31696071,3049711,7367800,,313816062,https://projects.propublica.org/nonprofits/download-xml?object_id=201820659349300437
2016-05-31,2015-06-01,23-1352641,990,2015,4535931,46502,0,2321734,419659,0,1347943,295910848,9446858,-13285910,2889585,6259217,,282922994,https://projects.propublica.org/nonprofits/download-xml?object_id=201710699349300426
2015-05-31,2014-06-01,23-1352641,990,2014,5205721,52890,0,4380466,424534,0,1394322,289299515,7014285,12563636,2659475,10307113,,295910848,https://projects.propublica.org/nonprofits/download-xml?object_id=201630889349300103
2014-05-31,2013-06-01,23-1352641,990,2013,3113861,41290,0,4346977,393258,0,931060,261569952,10498020,25910780,2566186,6113051,,289299515,https://projects.propublica.org/nonprofits/download-xml?object_id=201510819349300056
,,23-1352641,,,,,,,,,,,,,,,,,https://projects.propublica.org/nonprofits/download-xml?object_id=201400789349300605
2023-06-30,2022-07-01,15-0532239,990,2022,3892041,,,-279535,2453914,,4280740,352923378,5232565,42333703,8748854,10048260,2694979,378997553,https://projects.propublica.org/nonprofits/download-xml?object_id=202431359349303273
2022-06-30,2021-07-01,15-0532239,990,2021,3859657,,,3914990,2385585,,8392066,405077133,6666385,-40510134,7996533,7987862,2325611,352923378,https://projects.propublica.org/nonprofits/download-xml?object_id=202321329349302867
2021-06-30,2020-07-01,15-0532239,990,2020,4113632,,,5291687,2394948,,6826072,322771681,10273230,89332463,7519011,7557813,2223417,405077133,https://projects.propublica.org/nonprofits/download-xml?object_id=202221369349301307
2020-06-30,2019-07-01,15-0532239,990,2019,4114371,,,2647753,2115271,,2906148,315660579,9000438,15442001,7263057,7295092,2773188,322771681,https://projects.propublica.org/nonprofits/download-xml?object_id=202131379349300428
2019-06-30,2018-07-01,15-0532239,990,2018,5389484,0,0,4095466,2650272,,2266696,305688519,11457489,12544195,6977720,4401632,2650272,315660579,https://projects.propublica.org/nonprofits/download-xml?object_id=202041989349301289
2018-06-30,2017-07-01,15-0532239,990,2017,5198109,,0,3691479,2186050,,2536130,295884037,2986521,19368258,6275126,4089121,2186050,305688519,https://projects.propublica.org/nonprofits/download-xml?object_id=201911349349302431
2017-06-30,2016-07-01,15-0532239,990,2016,4262724,0,0,2061694,3295361,,2301884,267593470,5247026,37152535,6742222,4071411,3295361,295884037,https://projects.propublica.org/nonprofits/download-xml?object_id=201820369349300447
2016-06-30,2015-07-01,15-0532239,990,2015,4545558,,0,-565974,2320016,,1918075,282085578,7935596,-7102189,6804969,6200530,2320016,267593470,https://projects.propublica.org/nonprofits/download-xml?object_id=201700469349300720
2015-06-30,2014-07-01,15-0532239,990,2014,3670166,,0,2144811,3165721,,1677702,283875717,2685638,10903634,5934747,6278943,3165721,282085578,https://projects.propublica.org/nonprofits/download-xml?object_id=201600469349301515
2014-06-30,2013-07-01,15-0532239,990,2013,4063996,,0,2391657,2505380,,1794911,251421388,3093449,43696206,5903158,5926788,2505380,283875717,https://projects.propublica.org/nonprofits/download-xml?object_id=201530439349301828
,,15-0532239,,,,,,,,,,,,,,,,,https://projects.propublica.org/nonprofits/download-xml?object_id=201420439349302032
2023-06-30,2022-07-01,35-0868073,990,2022,202494,-34020,,76186,,,1082070,426217095,1637480,27906327,36263894,,,419497008,https://projects.propublica.org/nonprofits/download-xml?object_id=202431349349304193
2022-06-30,2021-07-01,35-0868073,990,2021,7125,-22421,,-95714,,,3523145,474820554,3505193,-22232530,29876121,,,426217096,https://projects.propublica.org/nonprofits/download-xml?object_id=202321309349305142
2021-06-30,2020-07-01,35-0868073,990,2020,-49691,9043,,2748348,0,,2631922,380029047,2895420,127436716,35540629,,,474820554,https://projects.propublica.org/nonprofits/download-xml?object_id=202241339349304109
2020-06-30,2019-07-01,35-0868073,990,2019,14395,,,-2490,,,1342757,418844928,803801,-6294175,33325507,,,380029047,https://projects.propublica.org/nonprofits/download-xml?object_id=202101339349301725
2019-06-30,2018-07-01,35-0868073,990,2018,32564,,,-30458,262961,,904547,429201775,730895,18568237,28991252,,664727,418844928,https://projects.propublica.org/nonprofits/download-xml?object_id=202011369349301941
2018-06-30,2017-07-01,35-0868073,990,2017,53650,,,308682,,,892090,425494674,1377791,33062337,30052074,,680953,429201775,https://projects.propublica.org/nonprofits/download-xml?object_id=201931359349309053
2017-06-30,2016-07-01,35-0868073,990,2016,1589153,,,12559660,320780,,1044611,201475368,3618835,27392415,9803098,,320780,222362740,https://projects.propublica.org/nonprofits/download-xml?object_id=201811319349302976
2016-06-30,2015-07-01,35-0868073,990,2015,1798548,,,5457887,283176,,958679,214297013,1278753,-3940824,9876398,,283176,201475368,https://projects.propublica.org/nonprofits/download-xml?object_id=201731359349306388
2015-06-30,2014-07-01,35-0868073,990,2014,2933262,,,11227596,316796,,1330794,215033208,1060979,7959284,9439663,,316795,214297013,https://projects.propublica.org/nonprofits/download-xml?object_id=201641319349302324
2014-06-30,2013-07-01,35-0868073,990,2013,3120424,,,8807928,341240,,940196,140093077,305319,38031321,10244172,-47188903,341240,215033208,https://projects.propublica.org/nonprofits/download-xml?object_id=201521349349303207
,,35-0868073,,,,,,,,,,,,,,,,,https://projects.propublica.org/nonprofits/download-xml?object_id=201441339349302844
2023-06-30,2022-07-01,74-1233796,990,2022,15499167,,15676,22243151,12220905,6205,938890,366389813,10203746,15761584,3667012,11603078,,377085053,https://projects.propublica.org/nonprofits/download-xml?object_id=202401279349300030
2022-06-30,2021-07-01,74-1233796,990,2021,11743925,-3822,16978,42623026,10727382,4987,3552933,364860834,27507645,-11888892,3247133,10842641,,366389813,https://projects.propublica.org/nonprofits/download-xml?object_id=202321289349300802
2021-06-30,2020-07-01,74-1233796,990,2020,10465748,1036,6141,11570039,9832441,2450,3390351,289412311,4167526,86445644,3586016,11578631,,364860834,https://projects.propublica.org/nonprofits/download-xml?object_id=202211289349300121
2020-06-30,2019-07-01,74-1233796,990,2019,7919370,-7510,8452,25311522,5522752,5687,1759907,296412699,3895448,1160633,2834498,9221971,,289412311,https://projects.propublica.org/nonprofits/download-xml?object_id=202141329349303694
2019-06-30,2018-07-01,74-1233796,990,2018,9220393,-593,26601,6671674,4860064,8191,751052,281475886,5778964,20844919,2739787,8947283,,296412699,https://projects.propublica.org/nonprofits/download-xml?object_id=202031359349301583
2018-06-30,2017-07-01,74-1233796,990,2017,7864830,-809,13043,9639965,3966012,,712655,255545708,17732365,19536162,2463697,8874652,,281475886,https://projects.propublica.org/nonprofits/download-xml?object_id=201911339349304826
2017-06-30,2016-07-01,74-1233796,990,2016,6179274,-1262,14917,1836176,3440244,4609,657944,239942890,1179548,25454511,11441631,-410390,,255545708,https://projects.propublica.org/nonprofits/download-xml?object_id=201821349349302552
2016-06-30,2015-07-01,74-1233796,990,2015,7476680,-3658,0,607003,3948253,3909,583499,255955406,1056365,-2235333,14959036,-125488,,239942890,https://projects.propublica.org/nonprofits/download-xml?object_id=201731319349304003
2015-06-30,2014-07-01,74-1233796,990,2014,7617778,-4519,0,4101490,3747432,0,530833,265590566,6251460,-1257862,14703758,-75000,,255955406,https://projects.propublica.org/nonprofits/download-xml?object_id=201631259349301753
2014-06-30,2013-07-01,74-1233796,990,2013,9598778,-3172,0,6264839,3767976,0,563220,252949637,603835,32668376,15115640,5515642,,265590566,https://projects.propublica.org/nonprofits/download-xml?object_id=201511329349302781
,,74-1233796,,,,,,,,,,,,,,,,,https://projects.propublica.org/nonprofits/download-xml?object_id=201431259349301643
2023-06-30,2022-07-01,15-0532204,990,2022,11743409,143030,46830,37853300,752451,,4113932,356782996,1992372,30243097,4320003,11009194,,373689268,https://projects.propublica.org/nonprofits/download-xml?object_id=202401319349302570
2022-06-30,2021-07-01,15-0532204,990,2021,12040055,45703,44765,31699364,987179,,5655564,425199038,3899230,-58191260,4311099,9812913,,356782996,https://projects.propublica.org/nonprofits/download-xml?object_id=202341299349301209
2021-06-30,2020-07-01,15-0532204,990,2020,7683471,50830,39802,13987157,885277,,18594747,337301846,1742339,100494402,4018894,10320655,,425199038,https://projects.propublica.org/nonprofits/download-xml?object_id=202231239349301783
2020-06-30,2019-07-01,15-0532204,990,2019,7064400,142933,37180,9573596,1392906,0,5989612,347334887,2098148,1411286,4885423,8657052,,337301846,https://projects.propublica.org/nonprofits/download-xml?object_id=202141119349301514
2018-05-31,2017-06-01,15-0532204,990,2017,6959026,67026,48416,5688091,1383512,0,3426161,300715519,3894502,23117965,2063803,9638837,,316025346,https://projects.propublica.org/nonprofits/download-xml?object_id=201940929349300544
2017-05-31,2016-06-01,15-0532204,990,2016,6969637,69070,51643,71564,1095868,0,3393575,267328459,7532678,34451515,1908400,6688733,,300715519,https://projects.propublica.org/nonprofits/download-xml?object_id=201800549349300820
2016-05-31,2015-06-01,15-0532204,990,2015,2500336,27905,9573,4957419,940585,,3000321,289524654,2307097,-11984785,1646352,8431985,,269768629,https://projects.propublica.org/nonprofits/download-xml?object_id=201741079349300029
2015-05-31,2014-06-01,15-0532204,990,2014,2307029,55771,2363,14961347,897756,,2812354,268451287,17276171,12339814,1495075,7047543,,289524654,https://projects.propublica.org/nonprofits/download-xml?object_id=201600979349300415
2014-05-31,2013-06-01,15-0532204,990,2013,1806876,,,7553049,915005,,2908678,243514286,5730558,27784439,1525211,7052785,,268451287,https://projects.propublica.org/nonprofits/download-xml?object_id=201530589349300528
,,15-0532204,,,,,,,,,,,,,,,,,https://projects.propublica.org/nonprofits/download-xml?object_id=201422799349300232
2023-06-30,2022-07-01,61-0444671,990,2022,3590707,0,0,2691367,2811998,0,445817,410366845,-6448889,12788376,9971021,7488827,2931921,396314563,https://projects.propublica.org/nonprofits/download-xml?object_id=202431369349306093
2022-06-30,2021-07-01,61-0444671,990,2021,3504176,0,0,2996547,2794819,0,349155,421701642,8047474,-1131686,8905227,6442781,2902577,410366845,https://projects.propublica.org/nonprofits/download-xml?object_id=202301579349301210
2021-06-30,2020-07-01,61-0444671,990,2020,101558836,0,0,6512243,3093434,0,9280364,327202228,-3246155,115356973,8390059,6127911,3093434,421701642,https://projects.propublica.org/nonprofits/download-xml?object_id=202221339349300337
2020-06-30,2019-07-01,61-0444671,990,2019,-979499,0,0,1751839,2535913,0,1124952,330559920,-1134488,13960903,7553311,6094883,2535913,327202228,https://projects.propublica.org/nonprofits/download-xml?object_id=202101379349301535
2019-06-30,2018-07-01,61-0444671,990,2018,6297217,0,0,4289233,1578141,0,176071,323809590,-595283,20939678,6243094,5732830,1578141,330599920,https://projects.propublica.org/nonprofits/download-xml?object_id=202041979349303804
2018-06-30,2017-07-01,61-0444671,990,2017,4184186,0,0,9244291,1602212,0,221922,314331271,-7718026,29691027,5663195,5429510,1602212,323609355,https://projects.propublica.org/nonprofits/download-xml?object_id=201900369349300745
2017-06-30,2016-07-01,61-0444671,990,2016,3673122,,,10304289,1316718,,226396,273857968,11593132,42774663,5877463,6700311,1316718,314331271,https://projects.propublica.org/nonprofits/download-xml?object_id=201811359349310926
