ein,year,reference_link,tax_period_end_date,tax_period_start_date,return_type_code,investment_income,gross_rent_income,royalties_income,sale_of_assets_income,investment_management_fees,royalties_expenses,revenue_government_grants,cy_endowment_beginning_balance,cy_endowment_contributions,cy_endowment_net_investment_earnings,cy_endowment_grants_scholarships,cy_endowment_other_expenditures,cy_endowment_admin_expenses,cy_endowment_end_balance
58-0566256,2019,https://projects.propublica.org/nonprofits/download-xml?object_id=202121959349301672,2020-08-31,2019-09-01,990,-16693090,24940326,7904732,304764271,4172437,null,667323856,7072756171,78163794,694008238,31045191,322556500,23819841,7467506671
58-0566256,2018,https://projects.propublica.org/nonprofits/download-xml?object_id=202041979349303554,2019-08-31,2018-09-01,990,62360270,11303102,4873356,392032212,145742,null,643372677,6464536599,292998264,599055065,29942643,230701487,23189627,7072756171
58-0566256,2017,https://projects.propublica.org/nonprofits/download-xml?object_id=201921919349301027,2018-08-31,2017-09-01,990,93476705,10886860,6665553,195020806,1546958,0,614949563,6175223812,59005107,502127129,27763922,221891319,22164208,6464536599
58-0566256,2016,https://projects.propublica.org/nonprofits/download-xml?object_id=201841979349300874,2017-08-31,2016-09-01,990,85099658,8906589,4518218,337400552,22702070,3310,601386937,5775784405,62885056,603741196,35098656,210272785,21815404,6175223812
58-0566256,2015,https://projects.propublica.org/nonprofits/download-xml?object_id=201711959349300411,2016-08-31,2015-09-01,990,122383610,6315779,3999546,92543075,23180390,5867,522177752,5763138887,54586238,213296802,24897719,209481805,20857998,5775784405
58-0566256,2014,https://projects.propublica.org/nonprofits/download-xml?object_id=201642009349301069,2015-08-31,2014-09-01,990,123679699,3553183,3630045,317742284,28715777,1085,486735603,5962965212,108493602,-66428385,22051776,200138770,19700996,5763138887
58-0566256,2013,https://projects.propublica.org/nonprofits/download-xml?object_id=201501969349301380,2014-08-31,2013-09-01,990,34791914,10934301,3746762,512204417,27173018,11375,476168432,5247301885,52572333,893744270,18150191,193769135,18733950,5962965212
15-0532082,2022,https://projects.propublica.org/nonprofits/download-xml?object_id=202401319349304360,2023-06-30,2022-07-01,990,171825100,1560539,21124476,237594475,42349606,27260532,17989182,9109777903,247365398,315463790,67407078,256483851,52102503,9296613659
15-0532082,2021,https://projects.propublica.org/nonprofits/download-xml?object_id=202311299349304021,2022-06-30,2021-07-01,990,86862647,1757287,37707189,775474506,39283441,28398596,15830099,9230316421,282764614,-92945525,59332046,201002344,50023217,9109777903
15-0532082,2020,https://projects.propublica.org/nonprofits/download-xml?object_id=202211309349301136,2021-06-30,2020-07-01,990,79932572,1678297,31475800,700181267,36952901,22382133,19930692,6678526938,212788526,2704871491,58390650,242703854,64776030,9230316421
15-0532082,2019,https://projects.propublica.org/nonprofits/download-xml?object_id=202121269349302507,2020-06-30,2019-07-01,990,107335101,1708747,30692848,191530901,35914015,10189346,38513453,6783134979,201134263,111917735,56918850,312135584,48605605,6678526938
15-0532082,2018,https://projects.propublica.org/nonprofits/download-xml?object_id=202031349349301523,2019-06-30,2018-07-01,990,68622694,1822560,25042173,282329181,36749216,4871629,25338099,6702170986,119794469,343343472,56152080,281692233,44329635,6783134979
15-0532082,2017,https://projects.propublica.org/nonprofits/download-xml?object_id=201901339349305860,2018-06-30,2017-07-01,990,67936985,1316870,26625285,423427098,41853659,6478529,33930155,6335520329,142594770,639735017,56780770,316655728,42242632,6702170986
15-0532082,2016,https://projects.propublica.org/nonprofits/download-xml?object_id=201801299349300645,2017-06-30,2016-07-01,990,77296506,624143,17095546,326733240,45585728,4213434,45096366,5584197786,387247101,683220281,58471312,216531449,44142078,6335520329
15-0532082,2015,https://projects.propublica.org/nonprofits/download-xml?object_id=201741309349302099,2016-06-30,2015-07-01,990,97852240,873073,19451873,204124483,36367458,5290906,41604012,5883517457,184454650,-181287034,55359166,204449446,42678675,5584197786
15-0532082,2014,https://projects.propublica.org/nonprofits/download-xml?object_id=201631349349307318,2015-06-30,2014-07-01,990,118196984,-355793,0,302008428,15551114,3043750,28279018,5744869444,241117041,193711812,51080905,203466849,41633086,5883517457
15-0532082,2013,https://projects.propublica.org/nonprofits/download-xml?object_id=201501319349302275,2014-06-30,2013-07-01,990,103963483,2462,18825906,312244836,1673634,3501796,28091560,5140214516,162578975,791728922,81084751,230432044,38136174,5744869444
62-0476822,2022,https://projects.propublica.org/nonprofits/download-xml?object_id=202401319349302750,2023-06-30,2022-07-01,990,168033936,5497489,82132845,237423761,59213645,60998953,216583247,10206067253,91636549,-197457616,137615126,278434968,null,9684196092
62-0476822,2021,https://projects.propublica.org/nonprofits/download-xml?object_id=202331239349300533,2022-06-30,2021-07-01,990,262051226,4113302,107452718,1327088893,254591083,61025596,186117348,10928512328,122443535,-470441456,127116659,247330495,null,10206067253
62-0476822,2020,https://projects.propublica.org/nonprofits/download-xml?object_id=202211299349300036,2021-06-30,2020-07-01,990,198033826,2085497,10992747,1101761006,316295244,5942163,194760860,6917370798,423800008,3934880718,117488246,230050950,0,10928512328
62-0476822,2019,https://projects.propublica.org/nonprofits/download-xml?object_id=202101339349301840,2020-06-30,2019-07-01,990,25537232,5716870,18613585,186645646,44488924,5953703,175004172,6270876230,978780332,-21305654,119632223,191347887,0,6917370798
62-0476822,2018,https://projects.propublica.org/nonprofits/download-xml?object_id=202031959349303053,2019-06-30,2018-07-01,990,19434316,7572154,44070231,266540454,34526609,7229014,182181440,4608461291,1549707251,394155692,118763645,162684359,0,6270876230
62-0476822,2017,https://projects.propublica.org/nonprofits/download-xml?object_id=201941339349305274,2018-06-30,2017-07-01,990,19396040,6590281,19279438,287099716,30984318,6816318,200599730,4136465261,172664350,519217263,115304268,91535316,13045999,4608461291
62-0476822,2016,https://projects.propublica.org/nonprofits/download-xml?object_id=201801349349302190,2017-06-30,2016-07-01,990,24985371,6789318,13093896,250267587,28393868,5019638,203364635,3795585401,129140956,428676790,109451788,93745467,13740631,4136465261
62-0476822,2015,https://projects.propublica.org/nonprofits/download-xml?object_id=201731289349301003,2016-06-30,2015-07-01,990,null,null,null,null,null,null,null,4093386484,154345834,-172420504,103887979,162527753,13311681,3795584401
62-0476822,2014,https://projects.propublica.org/nonprofits/download-xml?object_id=201601309349301480,2015-06-30,2014-07-01,990,null,null,null,null,null,null,null,4046250379,75832665,148787412,75365887,89465646,12652439,4093386484
62-0476822,2013,https://projects.propublica.org/nonprofits/download-xml?object_id=201521319349300017,2014-06-30,2013-07-01,990,null,null,null,null,null,null,null,3635343038,88751983,491337590,69952281,87607660,11622291,4046250379
36-2177139,2022,https://projects.propublica.org/nonprofits/download-xml?object_id=202421349349306107,2023-06-30,2022-07-01,990,82636970,null,13633089,118098907,5536641,11220090,1772029169,8472886717,201510916,265392209,83782462,377528774,21809134,8456669472
36-2177139,2021,https://projects.propublica.org/nonprofits/download-xml?object_id=202321329349307887,2022-06-30,2021-07-01,990,111249640,null,17297790,436091646,6023715,10741973,1580896870,9484454182,211589989,-804238065,76170946,319388028,23360415,8472886717
36-2177139,2020,https://projects.propublica.org/nonprofits/download-xml?object_id=202201329349304120,2021-06-30,2020-07-01,990,77660513,null,16797588,443294420,11224499,8463042,1256604104,7116270400,165642922,2625667859,71422158,331298363,20406478,9484454182
36-2177139,2019,https://projects.propublica.org/nonprofits/download-xml?object_id=202111329349304371,2020-06-30,2019-07-01,990,76986207,null,13282641,172745238,9051900,6180428,1175452377,7161288450,164534768,216309392,67411795,337614821,20835594,7116270400
36-2177139,2018,https://projects.propublica.org/nonprofits/download-xml?object_id=202031929349301603,2019-06-30,2018-07-01,990,null,null,null,null,null,null,null,6925641100,182817930,476958234,64583071,342442537,17103206,7161288450
36-2177139,2017,https://projects.propublica.org/nonprofits/download-xml?object_id=201941359349304984,2018-06-30,2017-07-01,990,null,null,null,null,null,null,null,6536945638,299641262,548201127,61410267,376046512,21690148,6925641100
36-2177139,2016,https://projects.propublica.org/nonprofits/download-xml?object_id=201831319349303178,2017-06-30,2016-07-01,990,null,null,null,null,null,null,null,6045003000,197328000,681260000,57769000,310975000,17902000,6536945000
36-2177139,2015,https://projects.propublica.org/nonprofits/download-xml?object_id=201701309349303620,2016-06-30,2015-07-01,990,null,null,null,null,null,null,null,6471559000,138940000,-134354000,52663000,360568000,17911000,6045003000
36-2177139,2014,https://projects.propublica.org/nonprofits/download-xml?object_id=201631339349302453,2015-06-30,2014-07-01,990,null,null,null,null,null,null,null,6460254000,159687000,252160000,48896000,334354000,17292000,6471559000
36-2177139,2013,https://projects.propublica.org/nonprofits/download-xml?object_id=201541319349303034,2014-06-30,2013-07-01,990,null,null,null,null,null,null,null,5886968000,137041000,784536000,44718000,285901000,17672000,6460254000
02-0222111,2022,https://projects.propublica.org/nonprofits/download-xml?object_id=202441359349306269,2023-06-30,2022-07-01,990,119391293,5065731,251877057,146268073,1778745,107690324,131544323,8065742787,149573506,110622827,80255514,315558596,0,7930125010
02-0222111,2021,https://projects.propublica.org/nonprofits/download-xml?object_id=202311329349301631,2022-06-30,2021-07-01,990,83423350,5922700,36622871,754874529,2058355,14932930,137698707,8484189450,186387695,-269234227,68087306,267512825,0,8065742787
02-0222111,2020,https://projects.propublica.org/nonprofits/download-xml?object_id=202211339349300541,2021-06-30,2020-07-01,990,50456621,6702188,3278032,877423908,2652471,423021,131509986,5975179828,96279098,2702437338,64022187,225684627,0,8484189450
02-0222111,2019,https://projects.propublica.org/nonprofits/download-xml?object_id=202111329349300341,2020-06-30,2019-07-01,990,67614813,6240792,2952187,402191777,2578118,766048,118895011,5731322087,107796093,409069726,59929335,213078743,0,5975179828
02-0222111,2018,https://projects.propublica.org/nonprofits/download-xml?object_id=202001919349300145,2019-06-30,2018-07-01,990,57195692,4482130,3638356,414197422,1672704,515809,118854905,5494203052,102953449,386849471,55221722,197462163,0,5731322087
02-0222111,2017,https://projects.propublica.org/nonprofits/download-xml?object_id=201901349349300845,2018-06-30,2017-07-01,990,56377273,5376806,5716091,419384813,5218759,528236,131943596,4956494167,183367884,590875248,51914253,184619994,null,5494203052
02-0222111,2016,https://projects.propublica.org/nonprofits/download-xml?object_id=201821299349302197,2017-06-30,2016-07-01,990,null,null,null,null,null,null,null,4474403649,77116273,630383527,49921282,175488000,null,4956494167
02-0222111,2015,https://projects.propublica.org/nonprofits/download-xml?object_id=201741319349300419,2016-06-30,2015-07-01,990,null,null,null,null,null,null,null,4663491080,119094796,-99549524,46798620,161834083,null,4474403649
02-0222111,2014,https://projects.propublica.org/nonprofits/download-xml?object_id=201641339349304374,2015-06-30,2014-07-01,990,null,null,null,null,null,null,null,4468219689,59579814,349916940,47674135,166551228,null,4663491080
02-0222111,2013,https://projects.propublica.org/nonprofits/download-xml?object_id=201501349349306210,2014-06-30,2013-07-01,990,null,null,null,null,null,null,null,3733596412,147989901,777453327,-85398989,-105420962,null,4468219689
95-1642394,2022,https://projects.propublica.org/nonprofits/download-xml?object_id=202421369349305377,2023-06-30,2022-07-01,990,81085592,0,3273341,167319991,14747542,0,569759334,7112497110,177331473,619091278,79166888,281173815,14583418,7533995740
95-1642394,2021,https://projects.propublica.org/nonprofits/download-xml?object_id=202322939349300132,2022-06-30,2021-07-01,990,28934813,0,3123971,994891404,18322486,0,519984634,7517878238,170484066,-275090857,55700687,232597741,12475909,7112497110
95-1642394,2020,https://projects.propublica.org/nonprofits/download-xml?object_id=202241369349304434,2021-06-30,2020-07-01,990,24417559,null,2972056,508413775,14751587,0,505578036,5400108641,155477007,2221283012,53482200,194880267,10627955,7517878238
95-1642394,2019,https://projects.propublica.org/nonprofits/download-xml?object_id=202131379349301298,2020-06-30,2019-07-01,990,43111634,0,3107242,508525529,13967377,0,523498501,5476423715,107632490,63728992,51656854,185939043,10080659,5400108641
95-1642394,2018,https://projects.propublica.org/nonprofits/download-xml?object_id=202041979349305114,2019-06-30,2018-07-01,990,77131739,0,3366199,171784751,15319408,0,400785713,5282284883,188223613,238538234,46594372,177037868,8990775,5476423715
95-1642394,2017,https://projects.propublica.org/nonprofits/download-xml?object_id=201921359349301747,2018-06-30,2017-07-01,990,58143179,0,3558750,222217795,15427534,0,356342918,4876143064,179791712,450633689,47999221,167411661,8872700,5282284883
95-1642394,2016,https://projects.propublica.org/nonprofits/download-xml?object_id=201841359349301734,2017-06-30,2016-07-01,990,66013222,0,3055466,117236881,13492348,0,327405982,4371419736,176085163,548227065,44812383,162217085,8529556,4880172940
95-1642394,2015,https://projects.propublica.org/nonprofits/download-xml?object_id=201711359349307756,2016-06-30,2015-07-01,990,48094399,0,2658909,155039158,12478517,0,295870265,4511866099,164261117,-107908309,41057640,147972885,7768646,4371419736
