university_name,undergrad_enrollment,grad_enrollment,year,total_enrollment
Trinity Christian College,1005,63,2019,1068
Trinity College,2195,39,2019,2234
Trinity College of Florida,220,null,2019,220
Trinity College of Nursing & Health Sciences,157,18,2019,175
Trinity Episcopal School for Ministry,null,160,2019,160
Trinity International University-Florida,136,74,2019,210
Trinity International University-Illinois,722,1000,2019,1722
Trinity Law School,null,326,2019,326
Trinity University,2443,163,2019,2606
Trinity Valley Community College,6233,null,2019,6233
Trinity Washington University,1356,351,2019,1707
Trocaire College,1322,null,2019,1322
Troy University,12995,3441,2019,16436
Truckee Meadows Community College,11316,null,2019,11316
Truett McConnell University,2983,72,2019,3055
Truman State University,4939,292,2019,5231
Tufts University,5907,5971,2019,11878
Tulane University,7980,4943,2019,12923
Turtle Mountain Community College,531,null,2019,531
Tusculum University,1388,329,2019,1717
Tuskegee University,2394,482,2019,2876
Tyler Junior College,12323,null,2019,12323
Union Adventist University,680,90,2019,770
Union Bible College,66,null,2019,66
Union College,946,194,2019,1140
Union College,2189,null,2019,2189
Union Institute & University,604,256,2019,860
Union Presbyterian Seminary,null,165,2019,165
Union Theological Seminary in the City of New York,null,246,2019,246
Union University,2164,1008,2019,3172
United International College,65,null,2019,65
United Lutheran Seminary,null,308,2019,308
United States Air Force Academy,4304,null,2019,4304
United States Coast Guard Academy,1069,null,2019,1069
United States Merchant Marine Academy,1007,18,2019,1025
United States Military Academy,4457,null,2019,4457
United States Naval Academy,4538,null,2019,4538
United States Sports Academy,232,267,2019,499
United States University,103,1140,2019,1243
United Talmudical Seminary,2020,745,2019,2765
United Theological Seminary,null,415,2019,415
United Theological Seminary of the Twin Cities,null,118,2019,118
United Tribes Technical College,434,null,2019,434
Unitek College,2147,null,2019,2147
Unity Environmental University,787,144,2019,931
Universal Technology College of Puerto Rico,235,null,2019,235
Universidad Adventista de las Antillas,1058,95,2019,1153
Universidad Ana G. Mendez-Carolina Campus,8092,1584,2019,9676
Universidad Ana G. Mendez-Cupey Campus,8345,2171,2019,10516
Universidad Ana G. Mendez-Gurabo Campus,12508,2956,2019,15464
Universidad Central de Bayamon,1076,210,2019,1286
Universidad Central Del Caribe,126,408,2019,534
Universidad del Sagrado Corazon,4448,303,2019,4751
Universidad Pentecostal Mizpa,188,22,2019,210
Universidad Politecnica de Puerto Rico,3690,670,2019,4360
Universidad Teologica del Caribe,430,96,2019,526
University at Albany,13286,4258,2019,17544
University at Buffalo,21921,10002,2019,31923
University of Advancing Technology,751,38,2019,789
University of Akron Main Campus,14794,2806,2019,17600
University of Alabama at Birmingham,13836,8244,2019,22080
University of Alabama in Huntsville,7989,1999,2019,9988
University of Alaska Anchorage,12103,663,2019,12766
University of Alaska Fairbanks,6206,973,2019,7179
University of Alaska Southeast,1886,264,2019,2150
University of Antelope Valley,762,52,2019,814
University of Arizona,34516,10061,2019,44577
University of Arkansas,23025,4534,2019,27559
University of Arkansas at Little Rock,7120,2461,2019,9581
University of Arkansas at Monticello,2545,312,2019,2857
University of Arkansas at Pine Bluff,2382,116,2019,2498
University of Arkansas for Medical Sciences,666,2102,2019,2768
University of Arkansas Grantham,5896,1183,2019,7079
University of Arkansas-Fort Smith,6229,36,2019,6265
University of Baltimore,2097,2379,2019,4476
University of Bridgeport,3233,1856,2019,5089
University of California College of the Law-San Francisco,null,979,2019,979
University of California-Berkeley,31348,11837,2019,43185
University of California-Davis,30982,7652,2019,38634
University of California-Irvine,30382,6526,2019,36908
University of California-Los Angeles,31543,12828,2019,44371
University of California-Merced,8151,696,2019,8847
University of California-Riverside,22055,3492,2019,25547
University of California-San Diego,30794,7942,2019,38736
University of California-San Francisco,null,3180,2019,3180
University of California-Santa Barbara,23349,2965,2019,26314
University of California-Santa Cruz,17517,1977,2019,19494
University of Central Arkansas,9134,1735,2019,10869
University of Central Florida,59371,10031,2019,69402
University of Central Missouri,8904,2325,2019,11229
University of Central Oklahoma,13339,1482,2019,14821
University of Charleston,1907,811,2019,2718
The University of Chicago,6890,10561,2019,17451
University of Cincinnati-Blue Ash College,5986,null,2019,5986
University of Cincinnati-Clermont College,6349,null,2019,6349
University of Cincinnati-Main Campus,28376,10887,2019,39263
University of Colorado Boulder,31098,6785,2019,37883
University of Colorado Colorado Springs,10706,2101,2019,12807
University of Colorado Denver/Anschutz Medical Campus,15818,9092,2019,24910
University of Connecticut,18847,8433,2019,27280
University of Connecticut-Avery Point,559,null,2019,559
University of Connecticut-Hartford Campus,1562,null,2019,1562
University of Connecticut-Stamford,2126,null,2019,2126
University of Connecticut-Waterbury Campus,806,null,2019,806
University of Dallas,1475,1006,2019,2481
University of Dayton,8483,2990,2019,11473
University of Delaware,19678,4130,2019,23808
University of Denver,5774,7157,2019,12931
University of Detroit Mercy,2745,2335,2019,5080
University of Dubuque,1900,402,2019,2302
University of East-West Medicine,null,176,2019,176
University of Evansville,2124,247,2019,2371
University of Florida,35405,17002,2019,52407
University of Florida-Online,3926,null,2019,3926
University of Fort Lauderdale,60,11,2019,71
University of Georgia,29848,9072,2019,38920
University of Guam,3215,348,2019,3563
University of Hartford,4793,1980,2019,6773
University of Hawaii at Hilo,2818,554,2019,3372
University of Hawaii at Manoa,12631,4859,2019,17490
University of Hawaii Maui College,2992,null,2019,2992
University of Hawaii-West Oahu,3049,null,2019,3049
University of Health Sciences and Pharmacy in St. Louis,333,704,2019,1037
University of Holy Cross,773,327,2019,1100
University of Houston,38597,7551,2019,46148
University of Houston-Clear Lake,6439,2643,2019,9082
University of Houston-Downtown,13136,1504,2019,14640
University of Houston-Victoria,3367,1139,2019,4506
University of Idaho,9392,2534,2019,11926
University of Illinois Chicago,21641,10683,2019,32324
University of Illinois Springfield,2674,1601,2019,4275
University of Illinois Urbana-Champaign,34120,17485,2019,51605
University of Indianapolis,4402,1399,2019,5801
University of Iowa,23482,7758,2019,31240
University of Jamestown,908,207,2019,1115
University of Kansas,19667,7885,2019,27552
University of Kentucky,22236,7166,2019,29402
University of La Verne,4528,2868,2019,7396
University of Louisiana at Lafayette,14603,2330,2019,16933
University of Louisiana at Monroe,6948,1725,2019,8673
University of Louisville,15860,5810,2019,21670
University of Lynchburg,1935,1021,2019,2956
University of Maine,9430,2131,2019,11561
University of Maine at Augusta,4361,null,2019,4361
University of Maine at Farmington,1674,256,2019,1930
University of Maine at Fort Kent,1589,null,2019,1589
University of Maine at Presque Isle,1445,null,2019,1445
University of Management and Technology,226,116,2019,342
University of Mary,2543,1270,2019,3813
University of Mary Hardin-Baylor,3361,485,2019,3846
University of Mary Washington,4182,306,2019,4488
University of Maryland Eastern Shore,2333,553,2019,2886
University of Maryland Global Campus,46162,12119,2019,58281
University of Maryland  Baltimore,878,5949,2019,6827
University of Maryland-Baltimore County,11060,2542,2019,13602
University of Maryland-College Park,30511,10232,2019,40743
University of Massachusetts Chan Medical School,null,1234,2019,1234
University of Massachusetts Global,6060,4171,2019,10231
University of Massachusetts-Amherst,24209,7141,2019,31350
University of Massachusetts-Boston,12595,3394,2019,15989
University of Massachusetts-Dartmouth,6405,1749,2019,8154
University of Massachusetts-Lowell,14170,4182,2019,18352
University of Memphis,17378,4307,2019,21685
University of Miami,11307,6504,2019,17811
University of Michigan-Ann Arbor,31266,16824,2019,48090
University of Michigan-Dearborn,6910,2281,2019,9191
University of Michigan-Flint,5862,1435,2019,7297
University of Minnesota-Crookston,2768,null,2019,2768
University of Minnesota-Duluth,9847,1011,2019,10858
University of Minnesota-Morris,1499,null,2019,1499
University of Minnesota-Rochester,572,null,2019,572
University of Minnesota-Twin Cities,35165,16162,2019,51327
University of Mississippi,17139,4478,2019,21617
University of Missouri-Columbia,22589,7425,2019,30014
University of Missouri-Kansas City,11301,5087,2019,16388
University of Missouri-St Louis,13026,2962,2019,15988
University of Mobile,1769,220,2019,1989
University of Montevallo,2236,317,2019,2553
University of Mount Olive,2612,193,2019,2805
University of Mount Saint Vincent,1867,210,2019,2077
University of Mount Union,2035,208,2019,2243
University of Nebraska at Kearney,4429,1850,2019,6279
University of Nebraska at Omaha,12245,2908,2019,15153
University of Nebraska Medical Center,918,3137,2019,4055
University of Nebraska-Lincoln,20478,4912,2019,25390
University of Nevada-Las Vegas,25827,5344,2019,31171
University of Nevada-Reno,17297,3696,2019,20993
University of New England,4275,3208,2019,7483
University of New Hampshire at Manchester,723,30,2019,753
University of New Hampshire College of Professional Studies Online,1729,276,2019,2005
University of New Hampshire-Franklin Pierce School of Law,null,337,2019,337
University of New Hampshire-Main Campus,12238,2550,2019,14788
University of New Haven,4912,1881,2019,6793
University of New Mexico-Main Campus,17330,5399,2019,22729
University of New Orleans,6713,1518,2019,8231
University of North Alabama,6050,1652,2019,7702
University of North Carolina Asheville,3587,13,2019,3600
University of North Carolina at Chapel Hill,19154,10723,2019,29877
University of North Carolina at Charlotte,24070,5545,2019,29615
University of North Carolina at Greensboro,16581,3615,2019,20196
University of North Carolina at Pembroke,6353,1345,2019,7698
University of North Carolina School of the Arts,929,157,2019,1086
University of North Carolina Wilmington,14785,2714,2019,17499
University of North Dakota,10163,3418,2019,13581
University of North Florida,14734,2383,2019,17117
University of North Georgia,19036,712,2019,19748
University of North Texas,32159,7177,2019,39336
University of North Texas at Dallas,3419,790,2019,4209
University of North Texas Health Science Center,null,2237,2019,2237
University of Northern Colorado,9810,3120,2019,12930
University of Northern Iowa,8953,1524,2019,10477
University of Northwestern Ohio,3158,63,2019,3221
University of Northwestern-St Paul,3376,149,2019,3525
University of Notre Dame,8732,3951,2019,12683
University of Oklahoma-Health Sciences Center,814,2373,2019,3187
University of Oklahoma-Norman Campus,21768,6311,2019,28079
University of Oregon,18888,3629,2019,22517
"University of Pennsylvania, Trustees of the",11872,14803,2019,26675
University of Phoenix-Arizona,72485,22239,2019,94724
University of Phoenix-California,3756,984,2019,4740
University of Phoenix-Hawaii,188,9,2019,197
University of Phoenix-Nevada,182,43,2019,225
University of Phoenix-Texas,388,106,2019,494
University of Pikeville,1403,858,2019,2261
University of Pittsburgh-Bradford,1326,null,2019,1326
University of Pittsburgh-Greensburg,1454,null,2019,1454
University of Pittsburgh-Johnstown,2465,null,2019,2465
University of Pittsburgh-Pittsburgh Campus,23385,9301,2019,32686
University of Portland,3798,456,2019,4254
University of Providence,785,213,2019,998
University of Puerto Rico at Cayey,2885,null,2019,2885
University of Puerto Rico at Ponce,2540,null,2019,2540
University of Puerto Rico-Aguadilla,2762,null,2019,2762
University of Puerto Rico-Arecibo,3545,null,2019,3545
University of Puerto Rico-Bayamon,3937,null,2019,3937
University of Puerto Rico-Carolina,3014,null,2019,3014
University of Puerto Rico-Humacao,3218,null,2019,3218
University of Puerto Rico-Mayaguez,12097,855,2019,12952
University of Puerto Rico-Medical Sciences,329,1878,2019,2207
University of Puerto Rico-Rio Piedras,11254,3141,2019,14395
University of Puerto Rico-Utuado,675,null,2019,675
University of Puget Sound,2299,309,2019,2608
University of Redlands,3206,1725,2019,4931
University of Rhode Island,14548,2917,2019,17465
University of Richmond,3202,712,2019,3914
University of Rio Grande,1538,16,2019,1554
University of Rochester,6780,5453,2019,12233
University of Saint Francis-Fort Wayne,1745,504,2019,2249
University of Saint Joseph,904,1494,2019,2398
University of Saint Katherine,235,null,2019,235
University of Saint Mary,782,458,2019,1240
University of Saint Mary of the Lake,null,202,2019,202
University of San Diego,5919,3262,2019,9181
University of San Francisco,6577,4059,2019,10636
University of Science and Arts of Oklahoma,800,null,2019,800
University of Scranton,3792,1461,2019,5253
University of Silicon Andhra,null,null,2019,null
University of Silicon Valley,542,10,2019,552
University of Sioux Falls,1390,285,2019,1675
University of South Alabama,9601,4796,2019,14397
University of South Carolina Aiken,3252,468,2019,3720
University of South Carolina Beaufort,2112,7,2019,2119
University of South Carolina-Columbia,27502,7862,2019,35364
